uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred
lhzddu85,9109823,Keith Lombardo,0,-1.1,3.1,1.7,4.6
fumtww37,8246475,Rosa Hankins,0,-0.5,-0.4,5,0.2
giqcoh14,7728233,Jennifer Carr,0,-0.5,0.8,-0.1,-4.1
pnjkbv24,9855100,Shalonda Dostal,0,-1.2,1.3,2.7,1.3
cgsyiy49,6736612,John Zavala,1,-2.6,-0.3,4.1,1.3
qnlbgp01,9909148,Kaitlyn Gonzalez,1,-0.7,0.8,4.1,1.1
jjucho85,9361560,Victoria White,0,0,0,-99,4.9
aywglv43,2752292,Sofia Jean,1,-3.5,2.2,1.3,-2.1
bqdrhd69,2797485,Zachary Quintero,0,0.1,1.4,2.6,3.8
tyeolm80,9017522,Lucretia Barber,0,-0.7,1.7,2.8,2.9
qqccju43,3112838,Robert Marcotte,0,-2.4,0.8,3.3,-3.6
wdquxk08,8827946,Charlotte Wiley,1,-1,4.1,4.6,-3.9
neklcu79,4700656,Virginia Miller,1,-1.6,-1.4,1.1,-3.7
wmhadt78,8411105,Eric Flowers,0,-0.8,1.7,2.6,-5
uvjugy46,0816337,Eddie Atkins,1,-3.8,-3.3,-5,3.6
nhxdrw19,5998160,Terry Chase,1,-5,-5,-5,4.2
iwgrtb27,0214494,James Jewell,1,-2.5,2,3.1,4.9
hlepsx07,5661303,Nathaniel Bramer,1,0.7,0.9,4.2,0.4
cqnaov90,5175908,Anthony Whitaker,1,0.7,2.8,5,-5
qxclge00,0669157,Jona Gordo,1,-0.7,-0.8,3.5,1.9
dcjajz76,4239483,Shelly Mobley,1,-5,0.2,2.1,3.4
msmqek47,7937802,Deborah Wardlow,0,-4.5,-1.3,2.5,1.2
nnaccm90,2490561,Rebecca Mchale,0,-0.7,3.1,3.8,3
xxiord26,4700450,Gregory Zaller,0,1.1,2.2,4.8,3
lratxq80,3469732,Stacy Bingham,0,-0.9,-0.3,3.8,4.3
cifvfn24,5372251,Simon Chee,0,-1,2.8,2,2.6
lapbpz87,2240806,Nancy Winsor,0,1.2,2.5,5,4.4
kgnvim98,3587298,David Rebman,0,-2.7,0.8,5,4.9
cxtcjh97,0895278,Eddie Honeycutt,0,-0.2,1.5,0.2,-2.8
rwojtl62,3449264,Pat Clark,1,-5,-2.8,-5,-5
kboulm29,7222632,Angelica Perez,1,0.4,2.8,1.8,3.3
eokwyk33,7150073,Yolanda Brown,0,-0.4,-0.9,0.9,2.7
getext76,2741509,Julian Yearout,0,-2,-1.1,1.8,2.3
hsxqhp63,6768830,Patricia Walker,1,0.6,1.7,1.6,1.1
qtmhvq04,3838875,Nellie Young,0,-5,-0.3,0,3
ashjol52,6898988,Troy Riley,0,-3.3,1.3,2.9,-0.1
xylhjg46,1063751,Mark Richart,0,0,2.3,-0.5,0.4
frpmwv41,3872950,Peter Hunter,0,-0.8,1.7,3.8,-4.8
mkqxty37,4191164,James Hughett,1,-0.4,3.9,3.1,0.1
yktzuu84,5531499,James Fuller,1,-0,0.8,3.8,-2.8
tsoahm81,8526825,Mark Woods,1,-1,2,5,2.1
rlxwpo90,5142161,Frances Harding,0,-1.5,-1.2,3.1,-0.2
hrupsq86,6827373,Shirley Dedmon,1,-0.1,0.3,1.2,0.2
hrebwi54,6815237,Melba Myers,1,1,1.2,0,-2.3
erhgdv94,8728295,Carmen Saunders,0,-5,-3.8,-5,-4.9
tyfwey70,9065143,Kenneth Lewis,0,-3.5,1.2,1.7,2.8
mjwpof19,0307326,Raymond Tarone,1,-0.6,2.5,4.9,0.1
fflymb12,5145471,Tony Carney,0,-0.7,2.7,2.8,1.8
fgmrij65,7762341,Victoria Bishop,1,-3.2,-2.2,5,1.8
emtvpg39,5078362,Charlene Iverson,0,-3,1.3,4.2,1.8
aogdtv96,5940879,Holly Perotti,1,-0,1.5,2.8,-3.1
btklfs52,0153860,Janis Edwards,0,-0.6,0,-1,3.9
ezhphv39,9236277,Lori Ross,1,-3,-1.5,4.2,-2.6
xypugv62,2154562,Vicki Wiedmann,0,0.2,1.3,3.2,3
pafkav71,4816792,Rodolfo Taylor,0,2.3,1.8,4.5,1.6
hufypf43,7174834,Brenda Brady,0,-1,-0.6,0,4.5
vswtgc09,5659538,Mary Nazario,0,2.5,-5,-99,-4.8
nwewhv15,6278096,Joshua Jason,0,-2.5,1.5,1.8,3.8
deqfeg88,7402846,Katherine Fernandez,1,-5,-5,-5,3.1
pydulj00,4116692,Christopher Mccain,1,-2.8,0.2,3.8,3.1
rradgn14,8678722,Alice Burnett,1,-3.3,1.4,4.5,3.7
bixpvb43,4939596,Lillie Patterson,0,-1,-1.3,3,3
duguhg99,1008035,Anthony Drewett,0,-0.5,2.8,4.5,1.7
jofitw73,4306913,Gladys Mccoy,0,-4.4,-5,-5,-5
pntghr59,5941388,Michael Silva,0,0.2,2.5,4,2.5
rpvmhr73,9503169,Brenda Cogar,0,-3.7,-5,0,3.7
hdhuor60,5401743,Sonia Anthony,1,-0.1,2.4,4,-4.1
teurzz59,1515418,Mark Hucks,0,0.1,-1.1,-1.3,2.1
uufwpg67,4419489,Roy Booher,0,-2.5,-3,1.2,4.6
aryyib81,2283093,Susan Wyrick,1,-0.3,0.1,4.7,2
gtnala51,6074509,Janet Smith,0,1.1,2.3,2.6,4.3
qgdjkt97,3846296,Marvin Henderson,0,2,3.1,2.9,3.1
blojwb47,6876017,Eileen Hancock,0,-2.6,-2.9,0,2.8
oqrooo66,8081910,Bertha Barksdale,0,-1.7,2.8,0,1.6
iuezvc61,3844439,Chana Muni,1,-2.4,1.9,4.6,-4
pflmal09,3197829,Connie Bridges,0,-1.1,0.9,1.5,3.4
zxenan76,6968285,Lawrence Lively,0,-0.6,3,5,-1.5
zujoua03,5858556,Mary Fair,0,-1.9,-1.6,3.8,3.7
hxwbvv83,5844996,Kelly Sheets,0,-1.9,2.5,0.7,-4.8
ovgbyx46,9485424,Susan Sallee,0,1.2,1.4,2.3,2.5
tcxfrw16,8038782,Buford Le,0,1,2.7,4.9,3.1
yyqukn43,9335557,Valerie Chiariello,0,-3.2,1.3,5,2.5
njxlxo45,1630525,Rodney Warren,0,-2.2,-1,4.9,1.5
niedmj57,7092812,Dina Rich,1,-0.4,2.7,-0.4,-4.8
aydbvd73,8651741,Phillis Hughes,1,-1.8,-0.8,2,-4.7
bubtao24,4436003,Rachel Piehler,0,2.7,2.6,3.8,3.2
ebysvy27,0968892,Israel Moss,0,-0.5,0.6,2,-0.8
jcyznh39,5085346,Kelly Smith,0,-3.7,-1.4,1.1,-0.8
czfvrx62,2261684,Marie Mohead,0,-4,-4.3,0.1,3.7
qkncqb70,4259153,Rick Gil,0,-2,2,1.4,3
uxybee80,1165797,Justin Sinisi,0,-0.4,3.1,1.7,3.5
ghfzdu24,4501348,Lauren Rogers,1,0.8,5,4.1,3
njhrqb45,1295770,Thuy Galindo,0,-0.7,1.8,4.2,3.3
mtcjfp99,8539610,Paulina James,0,-2.1,2,4.6,-3.6
ddfwjn08,1376412,Bell Hoffmann,0,-2.4,2.3,4.8,2.8
qawleq81,9279320,Kimberly Harmon,0,0.1,0.9,4.5,1.5
wqtcah41,2930715,Edna White,0,-0,3,4.4,2
wuvmws25,9858004,James Smolka,1,-3.1,-2.9,-1.5,0.2
nsvgdu94,2530940,Roger Lewis,0,-3,-0,-2.2,3.1
saqoev53,3798500,Roseann Driscoll,1,-2.5,0.9,4.3,3.1
nkzzif88,3386028,Frank Graham,0,-1.3,2.5,2.4,-1.9
pyluou54,9094313,Susan Martin,0,3.2,2.1,2.7,2
modbtc47,8969067,Jerry Lindsey,1,2.2,2.5,4.2,-0.2
myytkf29,4246929,Lauretta Luttrell,0,-0.7,2.1,-0.1,4
ezneab17,0331037,Karey Coulter,1,-1.2,4.4,4.9,3.9
uqeavt35,0470713,Kevin Martirano,1,0,2,3.8,2.3
hsdevc99,2068430,Edwin Dwyer,0,-1.4,-2.5,3.5,4.3
bvlcdj37,7227969,Sean Salvato,1,-0.3,3.3,3,4.1
hqlxcu44,7553959,Gary Rooks,1,-0.1,1,4,-1
fdqewu39,1164635,Aaron Sparano,1,-2.9,-1.9,4.7,-0.3
jxhplz39,2075253,Rebecca Hogue,0,-3.5,-1.8,-2.5,-0.5
cvidmx51,9348813,Bennie Ploof,0,0.8,4.3,4,4.1
kdprxy10,2444180,Harold Matyas,1,-2.6,-0.3,3.5,-4.3
dywmzp90,1013103,Phyllis Ellis,1,-4.4,2.8,1.4,-4.5
fkxctv47,7627660,Janet Perdue,1,-3.1,-3.3,2.4,-0.2
jjzxmk75,1038199,Robert Crump,0,-3.3,-1.3,-2.5,2.4
bqqaqx08,9400443,Brian Goldsmith,1,-3.2,1.3,0.5,-1.6
vhrdqc63,8061116,Aaron Grant,0,-1.5,3.3,3.8,2.4
mkqwqu06,5548067,Dwight Valencia,0,-0.3,0,5,4.1
eyyaty40,1313384,Dorothy Greaves,1,-3.1,-2.2,-5,0.1
idpbff23,2594824,Ralph Riekena,0,-2.4,-0.8,-0.2,3.7
wmqmfm76,3333392,Phyllis Salazar,0,-1.1,1.4,2.4,-3.6
dfeydt98,3580214,Joseph Markle,1,-1,1.1,1,-4.9
qvnoqw88,0146335,Brenda Healy,0,-4.1,-1.5,0.5,-1.8
vvalhg16,2172433,Denis Rodriguez,0,-0.6,1.2,5,-2.3
qmdwvy30,8484641,John Norton,0,-0.2,1.2,1.7,1.8
mlsron62,6729182,Diana Roman,0,-1.4,-0,4.3,1.1
vsmnaw28,4448110,Evelyn Recio,0,-0.2,1.7,0.2,3.9
gfwkbt82,9105941,Todd Patel,1,-1.3,-1.7,3.3,2.4
syfhkl45,1672717,Robert Owens,1,-1.8,-0.4,0.5,-3.4
tpleua03,8992350,Joseph Payne,1,-1.3,1.7,2.4,-4.1
ceckkl33,6931438,Harvey Hardin,0,0.2,-0.8,-0.8,-3
otcxfe90,5835305,Jacqueline Albright,1,-0.2,0,5,3
vnwtfp39,8674366,Franklin Hubbard,0,-3,0.8,-1.7,2.8
qlvove27,8613371,Robert Bosserman,1,-0.5,2,2.8,-3
naczxb39,3865921,Wendy Lightner,0,-1.2,-1.7,-0.2,-5
yyysgh84,2579813,Terri Hamilton,0,0,2.4,2.3,0.1
kmmnmm97,0032767,Barbara Daugherty,0,-2.5,-1.7,5,1.7
ydhlub18,6383533,Mark Prentice,0,-2.8,0.4,2.1,-1.1
mgmksl23,8304947,Winnie Ortega,1,-0.5,0.2,0.8,-3.5
iyrhav35,7867508,Terry Condict,0,1,2.6,2.8,4.2
pakmdv39,9234865,Wilma Reese,1,-0.5,1.9,4.6,3.1
dwicuc31,8467001,Charles Mills,0,-3.6,-1.7,-1.1,3.8
ewvqep58,8820515,Debra Webb,0,-3,-0.5,2.7,-2.4
qgwpgm18,0539142,Colleen Helgason,0,-2.3,1.5,2.6,3.3
aplyfd14,6293527,Larry Thomas,0,-0.8,3.3,2.5,3.8
pcnpzl33,1277471,Floyd Mcfarland,0,-3.7,2.2,0,2.9
nxiphp24,7030567,Stephanie Merk,1,1.9,3.2,2.2,1.8
uzftdk44,9610604,Bradley Bursley,1,-1,3.2,3.7,3.9
rfichb03,6673470,Steven Rhodes,0,-3.1,-1.7,-2,-3.4
tejtmq59,0979955,Carlo Wiglesworth,1,1.9,-2.2,3.1,-0.5
rhwjgw66,8004605,Mary Meyer,0,0.8,1.3,4.8,4.2
imviyb11,3516545,Maryellen Mcculley,0,-2.5,3.4,2.1,-4.6
kraxyk46,5624826,Alice Thomasson,1,1,3.1,3.4,4.9
hbevat90,7867367,Drew Miller,0,-3.5,1.7,3.8,-0.6
xzauuh95,8925824,Pamela Mclaurin,1,0.4,1.4,4.2,1.5
zgkyys14,8233707,Jeremy Turner,0,3.7,4.5,4,2.4
eloczf15,9986631,Julian Berrier,0,-2.1,1,4.6,2.9
ripxrn00,0069808,Diane Iuliucci,1,-3.3,-2.9,3.2,-1.2
lmefco05,6821851,Thomas Schuster,1,-2.9,-0.1,1.4,-3.3
cdqgnv91,6899140,Bessie Lankford,1,2.7,0.6,5,0.4
rmaryk31,0006552,Larry Prince,0,-99,-99,-99,4.9
zolfjc03,5245926,Anna Alt,1,-2.9,-1.7,0,-0
fbjafs33,2295102,Willie Davis,0,-1.5,-1.6,4.8,1
utmjuw86,8412518,Stephen Moore,0,-1.7,2,3.4,3.1
gkgiqw48,6965104,Petra Bowles,0,0.4,-0,5,2.5
fefpfw57,4321821,George Rodriquez,0,-3.6,2.1,4,4.9
thxgfb94,3856077,Stephanie Hardy,0,-0.7,2.5,1.7,1.7
riehxp72,4720817,Gilbert Elliott,1,-2,1.5,-0.1,-4
ccvnpz24,2804822,Richard Scott,1,-1,2.5,3.8,4.1
oifvoy44,1681645,Edward Stuer,0,0.4,2.8,4.2,1.5
njvlgr90,4467409,Crystal Burley,1,-1,2.4,0.5,-5
nbomdv45,4890154,Brandon Kroesing,0,-2.1,-1.7,-0.2,-2.2
vmiwuv69,6850081,Lupe Jones,0,-5,-5,-99,3.7
eihlss52,7488449,Mary Scott,0,0.5,3.3,-5,4.1
kvpcra85,4001287,Rebecca Davila,0,0.6,2.6,5,1.5
wvjqsg68,0828925,Margo Cervantes,1,-0.7,2.5,5,2
ccdakc58,5623394,Carrie Rockhill,1,2,4.4,4.6,3.8
csttbz99,8277261,Kenneth Christopher,0,-3.6,2.6,3.8,2.6
lgfdfy36,4034796,Frances Bialczyk,0,-1.9,4.4,4,1.6
llbdbb16,3636285,Jeanette Kelley,0,0,0,0,2.8
xglojn20,1185986,Leslie Doyle,0,-2.3,-1.7,1.2,3.7
asznke64,6013053,Dallas London,0,-1.2,0.8,3.9,-0.5
tanxfp05,6930019,Lupita Helton,0,-3.1,-5,-3.3,1.6
kkswsi38,2528449,Annetta Henson,0,-0.8,1.5,4.1,-1.7
loqonk45,4415018,Robert Sterner,0,-1.3,0.3,2.5,2.8
mcvpyh04,0977339,Kent Maldanado,0,-4.1,-0.4,3.5,-2.3
mcvhbi09,3274340,Barbara Turner,0,-1.2,1.6,2.1,-1.2
lnhevo14,8257138,Elli Bauman,0,-3.8,-2.5,-4.4,3.6
eugqxq60,7285467,Ronald Paris,0,-2.5,2.3,2.5,-5
tlsepp60,6032347,Mark Mccrate,0,1.4,1.5,5,1.2
usoxog82,7945936,Ada Hebert,1,-1.2,3.5,3.2,-4.5
cnhvpr12,7134057,Lorri Hathaway,0,-1.5,0.9,4.8,-0.2
walivw63,1204428,Rebecca Hopson,0,2.5,1.2,3.7,3.3
mjazws26,3957376,Yolanda Orton,1,-0.9,1.4,1.7,3.3
yelpwu96,3277223,Hyon Norton,0,5,4.5,2.5,-99
zighdf50,7452635,Pearl White,0,0.6,4.3,4.8,4.3
thbqqo30,2692514,Dawn Humphrey,0,-2.2,0.3,2.1,-0.7
gvqier91,0318811,Jessica Smith,0,-1.6,1.9,3.1,-4.8
avqrmv30,8445789,Ruth Nolie,0,-1.3,1.2,5,3.7
vwvrbc46,5502517,Randy Day,0,0,0.9,4.7,0.7
rsxdsp83,4974939,Norma Null,1,-3.6,0,-5,-4.8
xjtuqk87,9578568,Robert Larkins,0,-0.8,0.4,2.9,-5
pgwhgq56,7216341,Dorothy Evans,0,0,5,1.9,4.9
asybhh47,4569137,John Rushing,1,-1.1,1.9,2.1,0.9
enqhpi55,3388220,Marion Moore,0,-4.2,-1.5,2.4,1.4
lpaimr71,2849921,Chester Douglas,0,-1.8,3.3,4.5,4.6
omuvqr48,5328969,Timothy Leon,0,-2.4,3.3,3.9,3
lyhoqq61,5907978,Sammy Charette,0,-99,-99,-99,-99
lhldfe75,3503413,Camilla Tshudy,0,-0.4,2.5,5,3.4
mnymxc23,1613162,Margaret Brady,0,0.3,2,0.9,-4.1
cistwv53,9078735,Davis Jackson,1,-0.3,0.2,4.1,2
bpynqe05,6154733,Courtney Ingham,1,-1.5,3.3,2.9,4.2
wfjylq22,2825209,Shirley Amen,1,-3.3,3.3,4.8,2
vwyirz52,4118863,Delois Pharris,0,-3.4,3.2,4.2,1.5
cjdcuv12,3364188,John Mangrum,1,-0.8,-1.8,-4.4,-5
pcxfkd20,8943234,Clarence Bonebright,0,-4.2,-3.9,-0.5,-4.4
jewkrp44,5462208,John Vadenais,1,-3,-0.2,-1,0.3
eliwfm53,0795050,Stephanie Wilson,0,-3.1,-3.1,-3.6,-4.9
qbopuk13,5338451,Andrew Harrison,0,-0.6,0.3,4.2,2.7
wvjsfh19,8100662,George Penn,1,-2.3,3.1,1.2,3.3
fwxzlk51,7503791,James Gaylord,0,0,3.3,-99,-3.1
ksfsvx59,9761142,John Brush,1,0.5,2,4,-4.7
ksalsv51,9096466,Mary Abel,0,-5,0,-99,2.5
flsuae45,8227373,Carmela Schieber,0,-0.3,2.2,3.2,2.9
zhqzkh92,9718552,Mike Carter,0,-0.7,3.7,1.8,2.1
hydiop78,8785685,Pamela Acton,1,-0.8,4.2,3.6,2.9
rmylnr02,1732185,Cindy Morin,0,0.1,4,5,4.9
cbysjk38,0728629,Lois Edwards,0,1.5,3.2,3.3,2.9
wtzwmi66,5779313,Ingrid Morrow,0,0.4,2.6,3.6,3.2
wmmurk81,0843652,Fernando Lampron,0,-0.2,1.7,3.3,-3.6
qkewvk53,9857049,Frank Sanchirico,1,0.3,4.2,3.5,4.4
