student_id,uw_netid,name,premajor,international,omad,activity,assignments,grades
0313644,oazgra51,Kenneth Neal,0,0,1,0.06635646752779323,-1,0.42312015985119356
8742362,vhxtgo73,Christopher Childress,0,0,1,-2.415737133007245,-1,3.176994069578212
4016666,qfaofb18,Isabel Navarro,0,0,1,2.4566665674482557,-1,1.2680117425757143
4248877,kdzvzk00,Hazel Rogan,0,0,1,0.3672814377611928,-0.5,-1.8244887908620147
4353637,jjsope90,Gregory Mader,0,0,1,0.7911340411040566,-1.5,-0.17054785573151054
3195455,bzxlbn98,Nancy Brockington,0,0,1,1.4674808226746316,-0.5,-2.040777248169046
3181466,wilawj27,Lane Pierce,0,0,1,-0.9292811885805055,-2.5,1.1463471240516165
4024561,owkjdi99,Renee Dutton,0,0,1,1.4125419168460631,0,0.6112213344549549
7174223,rokvxs33,Alan Ford,0,0,1,-0.1546995800721893,-1,0.9238557726768013
2497306,rhggqe75,Harvey Helmer,0,0,1,0.2345994555180564,0.5,0.9315919327865307
3723937,rwzeth98,Elaine Cunningham,0,0,1,1.3767818857087182,-1,0.43946714505806383
1723353,swceie28,Adam King,0,0,1,-1.3921037082687522,-2,0.6978905954884755
1113892,arofzg75,Darlene Granados,0,0,1,0.0803701807791839,-3.5,1.7101784974587728
0481091,poibwu22,Curtis Amos,0,0,1,-0.5744004817751431,-2.5,-1.0401354328797812
2360928,ffgwxz43,Willie Bintner,0,0,1,-0.05662162416148231,1.5,-0.9130670829568448
8739088,caimvm57,Natashia Gorton,0,0,1,0.9282539542515709,-2.5,0.6285228114436725
2952528,jrtaqn02,John Shorb,0,0,1,-0.276372428656952,-1,-1.9530235618289704
8140471,kpbzjv72,Brian Walker,0,0,1,-1.659763513529855,1,-0.04961363988791323
9649139,hjhfhg77,Ambrose Alessi,0,0,1,-0.2344155416829059,-1.5,0.4381651508985538
1935630,xhxtsy21,John Wilson,0,0,1,0.06023236215655814,-1,1.9307632838116398
3601675,xcsamf59,Andrea Smith,0,0,1,2.469995261000429,2,0.9581142067008974
7496433,miynem71,Jennifer Davis,0,0,1,1.13169875981756,-2.5,1.258990313267435
7790039,hfzdqx35,Adan Johnston,0,0,1,-1.9432910924782396,-0.5,-1.0764915124938286
2988140,hlokmt65,Christian Wade,0,0,1,0.5621394550389613,-2.5,1.087020496532693
4084234,tcfnah77,Vivian Meza,0,0,1,-0.17807465304356462,-2.5,-0.5538143308192494
5762276,zousew60,James Porcelli,0,0,1,0.8692399563542956,-1,2.368843027441354
2081897,fztpkl64,Albert Zeller,0,0,1,0.699085803914306,-2.5,0.8995869018160532
1466809,kxebef73,Carl Bell,0,0,1,0.46284915015398376,-1.5,0.7078429712774694
8276662,qlynez88,Gilbert Bowen,0,0,1,0.030387318370768135,0,2.0449134873909225
1185512,ffjjdv19,Sally Prentiss,0,0,1,0.36262279298181,-1.5,-0.7075254198548722
8699441,qteqpi19,Lynette Ortega,0,0,1,0.696394790461861,0.5,0.18845427391609348
8201005,dotssq83,Alice Renk,0,0,1,0.9033381646927765,-2,-1.2167564208431574
1263257,cpfkyx10,Helen Nave,0,0,1,-0.7224489230207958,0.5,1.761916611128708
3309989,jqpbwg12,Holly Fernandez,0,0,1,1.3066513394156605,-1.5,0.4160301668871611
3997331,wsnwgc13,Maura Worley,0,0,1,-1.4509185747424755,-1,-1.0173417632211246
5990831,iyejux48,Angela Pope,0,0,1,1.5323369964351343,0.5,-2.1245409631560013
6033693,ooxdta81,Lee Ray,0,0,1,0.31910081256042133,-1.5,0.2939854997234175
9388590,arhifk02,Nicole Toman,0,0,1,1.735231151787696,-1,0.5481826138207495
0542703,ximngh69,Anita Montague,0,0,1,1.5127304456034594,-2.5,-0.6504838476053116
4458623,ldmozd81,Edith Tuinstra,0,0,1,-0.17668569129542977,1,-1.0746131123247515
5142780,ljysdw82,Laura Maynard,0,0,1,-1.2739030869285206,-0.5,1.5290350798117345
0883936,jlrghv46,Jose Parker,0,0,1,-1.003781714277563,-1.5,-0.5236279467319003
9086331,xlcgxu80,Aaron Anderson,0,0,1,-0.3065000980092556,-4,-0.8043029556942427
6887563,nwadko63,John Gonzalez,0,0,1,0.9570615903297561,-1.5,-2.2175502146516446
3152581,mbupjp33,Beverly Burke,0,0,1,-2.7289194708480964,1.5,-2.5163893508127573
6730338,vgdpel91,Anthony Washington,0,0,1,-1.312423065411477,-0.5,-2.240422946243712
1910468,sjqcde94,Ruth Osgood,0,0,1,-0.32521436264995796,-1,3.474791964331274
5280065,csthai14,James Kozak,0,0,1,0.6984474010626132,-1.5,0.14523472558489559
4017663,fmitma58,Sharon Jahr,0,0,1,0.10214870889725258,-3,1.6378331418215266
0429799,oqjzmc47,John Acosta,0,0,1,2.7278066560578305,-3.5,-1.4294617062741954
2552851,ofbztp62,Billy Huffman,0,0,1,2.9080944557767925,-3,0.7648582650174776
9415519,mnjyvx53,Guadalupe Balmes,0,0,1,0.9676179885776772,-0.5,0.9100514566238189
1019536,kplltw02,Samuel Jones,0,0,1,-0.20303891816487152,0,0.7650912851347469
9833838,yvhlyq66,Tanya Mccullough,0,0,1,0.3568881602504792,-3.5,1.8345786758317537
8829827,pmguqh10,Denise Brown,0,0,1,0.18412359220818963,1,3.164611006735562
9148383,rnycei72,Michael Camarillo,0,0,1,-0.21051521666179607,-2,-0.7492859128305982
6337682,rcltuw97,Vera Larose,0,0,1,2.706685067551259,-3.5,1.1243544115825976
4949079,ofnmwo11,Christopher Aguilera,0,0,1,-0.7620803612854168,-1,1.1692806932309443
7641008,wmzipl46,Rebecca Crawford,0,0,1,0.5326008390590218,-3.5,-1.1211625633430349
1134187,fditce94,Sue Nitcher,0,0,1,-2.153522246805812,0,0.6808502479472978
1784693,auyltl82,Yan Aguilar,0,0,1,-0.018566348812382394,-1.5,2.1610591657917055
0400120,zgxxfh49,Ernestine Llewellyn,0,0,1,-0.9837785042887397,0.5,0.5875522646621434
1542736,xnkgcg74,Antoinette Yarmitsky,0,0,1,-0.302099060180975,-0.5,0.586363712483835
4966136,sywsio22,Amy Cuthill,0,0,1,0.22003819312129735,-2,-0.5671770606843536
3858642,ajnmxo06,Malinda Nealy,0,0,1,-0.4394023735899486,-1,-1.2551977811849508
3821278,epwfgp09,Bethany Brugger,0,0,1,-1.0827258020770412,-0.5,-0.16555680755060553
4880599,ixeddv66,Louis Delapp,0,0,1,0.843051145093769,-0.5,-1.3818968507048206
1317365,bmsvgw96,Mary Buckhannon,0,0,1,0.8848449698749592,-2.5,-0.3504229791141773
7672962,dmgnyk51,Kristen Swanson,0,0,1,0.4625436642228742,-1.5,-0.653128709602929
2029685,qdrspf21,Eric Hayes,0,0,1,-0.33759068003909665,-2.5,-0.8407025316666523
1313980,qdjhnq86,Jessica Bussey,0,0,1,2.066500431119187,-1,2.0578964685875256
5787898,fkdxpj54,Benita Harvey,0,0,1,-0.37642021540789194,-0.5,-1.1805322963108669
4352881,ustbsq82,Joyce Spencer,0,0,1,-0.3796576289530167,0.5,1.9471584710571168
2947457,bcukgp89,Janet Mcmillan,0,0,1,1.936913666821198,-0.5,0.8604865721360824
5295844,rofobk44,Michael Cardinal,0,0,1,-0.24821839457073835,0,0.5109257696698677
1127076,gaxqvn28,Quinn Daley,0,0,1,-0.7205309757445661,0.5,0.8325234169133156
5512018,yzfopo02,Jose Dunn,0,0,1,0.8691779762204117,-1.5,-2.3757500025623384
6121976,laqeye06,Larry Davis,0,0,1,0.25012828239269513,-1.5,-0.21423641512783576
0451890,joskpq30,Barbara Tantillo,0,0,1,-0.03065336687750797,0,-0.5978520960483884
5361447,amytxd93,Lucille Lesniak,0,0,1,-1.3735994933783786,-2,-2.7118176913086125
9550887,sedphz03,Craig Mcneill,0,0,1,1.1702801049285743,-0.5,-2.1303493778916627
6007131,jnggkj18,Sherry Ellis,0,0,1,1.5352025495983135,0.5,-2.343910563070727
8650664,kbuefi31,Eugene Mckinley,0,0,1,-1.1396904052064993,1,2.1087200067589063
5987129,kgcqau43,Lula Pearson,0,0,1,1.5614164117080769,-1.5,-0.33250141063789673
7076192,cbmhvu91,Emily Millard,0,0,1,0.05093116124033514,-3,-0.6102034179708138
4592319,rzxkhi61,Timothy Benck,0,0,1,1.4869214475353507,-0.5,1.5709466777494994
7700700,qzgtxr53,Quentin Gold,0,0,1,0.9733360088353935,0,2.4461334061479203
3479926,xnzrsc29,Barbara Bailey,0,0,1,1.9676579280249138,-3.5,-2.981498506360142
1048907,imjyxg29,Bryan Rollison,0,0,1,-2.5372034807930075,-2.5,-1.9568194008723347
0428382,myjzgn33,Caroline Richardson,0,0,1,0.09661439352278034,-1.5,-0.8874329611901333
6666128,femrbv59,Nicholas Threlkeld,0,0,1,1.6311785786851862,-1.5,2.0974976238478806
5261295,voczpy15,Susan Jackson,0,0,1,2.7347791497316614,-2.5,1.1119106576459519
5330149,qijfdx01,Francis Vanoy,0,0,1,-0.4196044650445838,-3,2.4793142011084432
9278138,rrkcbn09,Steven Gant,0,0,1,-1.8877564606620414,-3,-1.0972860781108809
2675817,qwubth86,Jonathan Ortz,0,0,1,-0.24649439612752655,0.5,-0.1586258047924618
8250657,trppqi36,Jaime Ashley,0,0,1,0.3856219125261262,-0.5,0.9709850719285171
9921897,bzzrfi63,Connie Goodermote,0,0,1,-2.1721702824663804,-2,-0.6854053668456981
9151756,lhyfav43,Margaret Avent,0,0,1,-1.033426943348028,-2,-2.5327682073562054
